Pareto_pt,eps_GHG,Conv,Bio,Mech,HTLrec,GasUpg,STB,NAC,GHG,CCAC,CCWC,CCINS,CCUC,CCLB,CCOC,CCRM,CDISP,CTIP,REV,CCTC,GHG_IND,GHG_DIR,GHG_AQ,GHG_DISP,Status
p1,-1980.0,HTL,BYP_bio,SHR,CEN,-,-,99.3915,-1980.0,1.417,0.128,0.0904,0.567,25.9616,72.1733,0.0748,0.0319,0.6336,1.0525,100.444,173.6,592.8,2.5,2748.9,ModelStatus.Integer
